id,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,call_failures,tariff_plan,status,age_group,complaints,churn,usage_intensity,engagement_intensity,sms_intensity,call_failure_rate,network_reach_ratio,usage_segment,charge_segment,tenure_segment,failure_segment,tariff_plan_flag,status_inactive_flag,complaints_flag,age_group_code
1376,38,0,4198,66,1,35,10,A,Active,Under 30,N,0,110.47368421052632,1.736842105263158,0.02631578947368421,0.15151515151515152,0.5303030303030303,High usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1377,37,0,1120,17,7,11,5,A,Inactive,Under 30,N,0,30.27027027027027,0.4594594594594595,0.1891891891891892,0.29411764705882354,0.6470588235294118,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
1378,36,0,2088,52,0,31,0,A,Active,Under 30,N,0,58.0,1.4444444444444444,0.0,0.0,0.5961538461538461,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1379,39,0,2960,61,186,28,8,A,Active,Under 30,N,0,75.8974358974359,1.564102564102564,4.769230769230769,0.13114754098360656,0.45901639344262296,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1380,39,0,4073,68,5,38,7,A,Active,Under 30,N,0,104.43589743589743,1.7435897435897436,0.1282051282051282,0.10294117647058823,0.5588235294117647,High usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1381,26,1,1935,43,27,13,16,A,Active,Under 30,N,0,74.42307692307692,1.6538461538461537,1.0384615384615385,0.37209302325581395,0.3023255813953488,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1382,38,0,1533,23,37,21,9,A,Inactive,Over 40,N,1,40.3421052631579,0.6052631578947368,0.9736842105263158,0.391304347826087,0.9130434782608695,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
1383,35,5,16440,247,12,84,33,B,Active,Under 30,N,0,469.7142857142857,7.057142857142857,0.34285714285714286,0.13360323886639677,0.340080971659919,High usage,Positive charge tier,Long tenure,High failure,1,0,0,0
1384,37,1,11710,157,13,47,9,A,Active,Over 40,N,0,316.4864864864865,4.243243243243243,0.35135135135135137,0.05732484076433121,0.29936305732484075,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1385,30,0,2008,34,19,25,4,A,Inactive,30-40,Y,1,66.93333333333334,1.1333333333333333,0.6333333333333333,0.11764705882352941,0.7352941176470589,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,1
1386,11,1,4165,36,218,12,0,A,Active,30-40,N,0,378.6363636363636,3.272727272727273,19.818181818181817,0.0,0.3333333333333333,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
1387,38,2,3205,31,12,18,9,A,Active,30-40,N,0,84.34210526315789,0.8157894736842105,0.3157894736842105,0.2903225806451613,0.5806451612903226,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1388,35,1,3595,74,21,23,9,A,Active,30-40,N,0,102.71428571428571,2.1142857142857143,0.6,0.12162162162162163,0.3108108108108108,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1389,39,0,900,14,7,6,7,A,Inactive,Under 30,N,0,23.076923076923077,0.358974358974359,0.1794871794871795,0.5,0.42857142857142855,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
1390,27,1,1530,38,26,15,15,A,Active,Under 30,N,0,56.666666666666664,1.4074074074074074,0.9629629629629629,0.39473684210526316,0.39473684210526316,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1391,21,1,9193,181,88,46,17,A,Active,Over 40,N,0,437.76190476190476,8.619047619047619,4.190476190476191,0.09392265193370165,0.2541436464088398,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1392,24,0,1005,25,9,8,14,A,Inactive,Under 30,N,0,41.875,1.0416666666666667,0.375,0.56,0.32,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1393,40,1,6195,86,187,25,0,A,Active,30-40,N,0,154.875,2.15,4.675,0.0,0.29069767441860467,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1394,20,1,2000,32,35,16,7,A,Active,30-40,N,0,100.0,1.6,1.75,0.21875,0.5,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1395,40,0,5693,91,10,14,2,A,Active,Under 30,N,0,142.325,2.275,0.25,0.02197802197802198,0.15384615384615385,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1396,36,0,10755,143,0,47,1,A,Active,30-40,N,0,298.75,3.9722222222222223,0.0,0.006993006993006993,0.32867132867132864,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,1
1397,40,1,4503,72,8,37,15,A,Active,Under 30,N,0,112.575,1.8,0.2,0.20833333333333334,0.5138888888888888,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1398,19,2,6697,147,92,44,21,B,Active,Under 30,N,0,352.4736842105263,7.7368421052631575,4.842105263157895,0.14285714285714285,0.29931972789115646,High usage,Positive charge tier,Short tenure,High failure,1,0,0,0
1399,26,0,3100,63,12,26,0,A,Active,30-40,N,0,119.23076923076923,2.423076923076923,0.46153846153846156,0.0,0.4126984126984127,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1400,33,0,2930,38,4,14,6,A,Inactive,Under 30,N,1,88.78787878787878,1.1515151515151516,0.12121212121212122,0.15789473684210525,0.3684210526315789,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1401,38,0,933,13,16,6,5,A,Inactive,Over 40,Y,1,24.55263157894737,0.34210526315789475,0.42105263157894735,0.38461538461538464,0.46153846153846156,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,2
1402,37,0,2970,53,150,21,11,A,Active,Under 30,N,0,80.27027027027027,1.4324324324324325,4.054054054054054,0.20754716981132076,0.39622641509433965,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1403,29,1,6830,93,7,18,5,A,Active,Over 40,N,0,235.51724137931035,3.206896551724138,0.2413793103448276,0.053763440860215055,0.1935483870967742,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1404,23,0,950,27,181,7,0,B,Active,Under 30,N,0,41.30434782608695,1.173913043478261,7.869565217391305,0.0,0.25925925925925924,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
1405,18,2,2558,41,17,6,9,A,Active,30-40,N,0,142.11111111111111,2.2777777777777777,0.9444444444444444,0.21951219512195122,0.14634146341463414,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1406,29,0,1263,39,31,67,1,A,Active,Over 40,N,0,43.55172413793103,1.3448275862068966,1.0689655172413792,0.02564102564102564,1.7179487179487178,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
1407,34,7,10130,87,0,40,16,A,Active,Over 40,N,0,297.94117647058823,2.5588235294117645,0.0,0.1839080459770115,0.45977011494252873,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1408,39,0,0,0,0,0,0,A,Inactive,Under 30,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1409,29,0,1363,13,0,3,0,A,Active,30-40,N,0,47.0,0.4482758620689655,0.0,0.0,0.23076923076923078,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1410,35,2,6840,118,275,36,3,B,Active,Under 30,N,0,195.42857142857142,3.3714285714285714,7.857142857142857,0.025423728813559324,0.3050847457627119,High usage,Positive charge tier,Long tenure,Low failure,1,0,0,0
1411,37,1,4920,88,3,23,8,A,Active,30-40,N,0,132.97297297297297,2.3783783783783785,0.08108108108108109,0.09090909090909091,0.26136363636363635,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1412,36,1,4595,75,7,15,12,A,Active,30-40,N,0,127.63888888888889,2.0833333333333335,0.19444444444444445,0.16,0.2,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1413,33,0,2685,35,2,14,4,A,Inactive,Under 30,N,1,81.36363636363636,1.0606060606060606,0.06060606060606061,0.11428571428571428,0.4,Low usage,Zero charge tier,Short tenure,High failure,0,1,0,0
1414,37,4,15265,223,50,29,28,B,Active,30-40,N,0,412.56756756756755,6.027027027027027,1.3513513513513513,0.12556053811659193,0.13004484304932734,High usage,Positive charge tier,Long tenure,High failure,1,0,0,1
1415,23,0,1235,34,183,7,3,B,Active,Under 30,N,0,53.69565217391305,1.4782608695652173,7.956521739130435,0.08823529411764706,0.20588235294117646,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
1416,37,1,2698,63,361,24,12,A,Active,30-40,N,0,72.91891891891892,1.7027027027027026,9.756756756756756,0.19047619047619047,0.38095238095238093,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1417,33,0,5433,81,0,5,0,A,Active,Under 30,N,0,164.63636363636363,2.4545454545454546,0.0,0.0,0.06172839506172839,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1418,35,0,6603,111,356,26,0,A,Active,Under 30,N,0,188.65714285714284,3.1714285714285713,10.17142857142857,0.0,0.23423423423423423,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1419,31,1,7010,101,11,20,7,A,Active,Over 40,N,0,226.1290322580645,3.2580645161290325,0.3548387096774194,0.06930693069306931,0.19801980198019803,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,2
1420,46,3,3660,43,505,16,14,A,Active,Over 40,N,0,79.56521739130434,0.9347826086956522,10.978260869565217,0.32558139534883723,0.37209302325581395,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1421,38,0,2328,62,363,27,7,A,Active,Under 30,N,0,61.26315789473684,1.631578947368421,9.552631578947368,0.11290322580645161,0.43548387096774194,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1422,20,3,2600,42,56,31,11,A,Active,30-40,N,0,130.0,2.1,2.8,0.2619047619047619,0.7380952380952381,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1423,39,1,935,17,5,13,3,A,Active,Under 30,N,0,23.974358974358974,0.4358974358974359,0.1282051282051282,0.17647058823529413,0.7647058823529411,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1424,37,2,14430,214,29,32,19,A,Active,30-40,N,0,390.0,5.783783783783784,0.7837837837837838,0.08878504672897196,0.14953271028037382,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1425,29,2,1375,39,198,13,7,B,Active,30-40,N,0,47.41379310344828,1.3448275862068966,6.827586206896552,0.1794871794871795,0.3333333333333333,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,1
1426,21,0,1390,26,29,13,0,A,Active,Under 30,N,0,66.19047619047619,1.2380952380952381,1.380952380952381,0.0,0.5,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1427,30,0,0,0,0,0,0,A,Inactive,30-40,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
1428,43,0,438,14,15,5,7,A,Inactive,30-40,N,1,10.186046511627907,0.32558139534883723,0.3488372093023256,0.5,0.35714285714285715,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1429,36,8,10190,90,0,42,19,A,Active,Over 40,N,0,283.05555555555554,2.5,0.0,0.2111111111111111,0.4666666666666667,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1430,35,3,15445,225,53,33,28,A,Active,30-40,N,0,441.2857142857143,6.428571428571429,1.5142857142857142,0.12444444444444444,0.14666666666666667,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1431,35,1,15780,186,164,43,8,A,Active,Under 30,N,0,450.85714285714283,5.314285714285714,4.685714285714286,0.043010752688172046,0.23118279569892472,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
1432,37,0,213,6,8,5,0,A,Active,Over 40,N,0,5.756756756756757,0.16216216216216217,0.21621621621621623,0.0,0.8333333333333334,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,2
1433,37,0,6323,100,8,10,7,A,Active,Under 30,N,0,170.8918918918919,2.7027027027027026,0.21621621621621623,0.07,0.1,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1434,27,0,2930,57,7,10,5,A,Active,30-40,N,0,108.51851851851852,2.111111111111111,0.25925925925925924,0.08771929824561403,0.17543859649122806,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1435,37,0,2765,44,286,16,5,A,Active,30-40,N,0,74.72972972972973,1.1891891891891893,7.72972972972973,0.11363636363636363,0.36363636363636365,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,1
1436,35,2,9340,125,141,41,17,A,Active,30-40,N,0,266.85714285714283,3.5714285714285716,4.0285714285714285,0.136,0.328,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1437,40,0,2735,57,183,27,6,A,Active,Under 30,N,0,68.375,1.425,4.575,0.10526315789473684,0.47368421052631576,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1438,37,2,3260,34,39,20,6,A,Active,Over 40,N,0,88.10810810810811,0.918918918918919,1.054054054054054,0.17647058823529413,0.5882352941176471,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1439,39,1,2475,45,317,22,4,A,Active,Over 40,N,0,63.46153846153846,1.1538461538461537,8.128205128205128,0.08888888888888889,0.4888888888888889,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1440,38,1,16195,193,158,30,15,A,Active,Under 30,N,0,426.1842105263158,5.078947368421052,4.157894736842105,0.07772020725388601,0.15544041450777202,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
1441,14,0,1948,29,3,2,0,A,Active,30-40,N,0,139.14285714285714,2.0714285714285716,0.21428571428571427,0.0,0.06896551724137931,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1442,29,0,1180,36,27,17,10,A,Active,Under 30,N,0,40.689655172413794,1.2413793103448276,0.9310344827586207,0.2777777777777778,0.4722222222222222,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,0
1443,39,0,1215,57,31,23,28,A,Inactive,30-40,Y,1,31.153846153846153,1.4615384615384615,0.7948717948717948,0.49122807017543857,0.40350877192982454,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
1444,25,0,1903,20,165,8,0,B,Active,Under 30,N,0,76.12,0.8,6.6,0.0,0.4,Low usage,Zero charge tier,Short tenure,Low failure,1,0,0,0
1445,18,6,3758,61,59,36,17,B,Active,30-40,N,0,208.77777777777777,3.388888888888889,3.2777777777777777,0.2786885245901639,0.5901639344262295,High usage,Positive charge tier,Short tenure,High failure,1,0,0,1
1446,38,0,3170,49,20,21,11,A,Inactive,30-40,Y,1,83.42105263157895,1.2894736842105263,0.5263157894736842,0.22448979591836735,0.42857142857142855,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
1447,36,1,0,0,0,0,0,A,Active,Over 40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Positive charge tier,Long tenure,Low failure,0,0,0,2
1448,34,7,10130,87,0,40,16,A,Active,Over 40,N,0,297.94117647058823,2.5588235294117645,0.0,0.1839080459770115,0.45977011494252873,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1449,40,2,4270,89,48,33,18,A,Active,30-40,N,0,106.75,2.225,1.2,0.20224719101123595,0.3707865168539326,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1450,38,2,5933,103,24,23,16,A,Active,Under 30,N,0,156.1315789473684,2.710526315789474,0.631578947368421,0.1553398058252427,0.22330097087378642,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1451,20,0,0,0,4,0,0,A,Inactive,Over 40,N,0,0.0,0.0,0.2,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1452,32,0,1968,46,341,17,3,A,Active,Under 30,N,0,61.5,1.4375,10.65625,0.06521739130434782,0.3695652173913043,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1453,31,0,3145,22,0,15,4,A,Active,30-40,N,0,101.45161290322581,0.7096774193548387,0.0,0.18181818181818182,0.6818181818181818,High usage,Zero charge tier,Short tenure,High failure,0,0,0,1
1454,35,1,3550,33,8,14,7,A,Active,30-40,N,0,101.42857142857143,0.9428571428571428,0.22857142857142856,0.21212121212121213,0.42424242424242425,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1455,41,1,2533,62,369,28,11,A,Active,30-40,N,0,61.78048780487805,1.5121951219512195,9.0,0.1774193548387097,0.45161290322580644,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1456,40,0,2353,59,6,16,12,A,Inactive,30-40,Y,0,58.825,1.475,0.15,0.2033898305084746,0.2711864406779661,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
1457,38,0,2048,53,0,14,7,A,Inactive,30-40,N,0,53.89473684210526,1.394736842105263,0.0,0.1320754716981132,0.2641509433962264,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1458,41,0,2268,50,42,32,11,A,Inactive,Over 40,Y,1,55.31707317073171,1.2195121951219512,1.024390243902439,0.22,0.64,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,2
1459,33,2,15780,234,7,67,26,A,Active,Under 30,N,0,478.1818181818182,7.090909090909091,0.21212121212121213,0.1111111111111111,0.2863247863247863,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1460,38,2,643,10,11,4,5,A,Active,Over 40,N,0,16.92105263157895,0.2631578947368421,0.2894736842105263,0.5,0.4,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1461,37,0,818,7,7,2,5,A,Inactive,Over 40,N,1,22.10810810810811,0.1891891891891892,0.1891891891891892,0.7142857142857143,0.2857142857142857,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
1462,25,0,980,29,17,13,8,A,Active,Under 30,N,0,39.2,1.16,0.68,0.27586206896551724,0.4482758620689655,Low usage,Zero charge tier,Short tenure,High failure,0,0,0,0
1463,36,0,1228,17,30,19,4,A,Inactive,Over 40,N,1,34.111111111111114,0.4722222222222222,0.8333333333333334,0.23529411764705882,1.1176470588235294,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
1464,9,1,4390,40,215,10,2,A,Active,30-40,N,0,487.77777777777777,4.444444444444445,23.88888888888889,0.05,0.25,High usage,Positive charge tier,Short tenure,Low failure,0,0,0,1
1465,34,0,455,2,0,5,0,A,Inactive,Under 30,N,0,13.382352941176471,0.058823529411764705,0.0,0.0,2.5,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,0
1466,39,1,15545,185,155,32,12,A,Active,Under 30,N,0,398.5897435897436,4.743589743589744,3.9743589743589745,0.06486486486486487,0.17297297297297298,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,0
1467,34,0,0,0,0,0,0,A,Active,30-40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1468,32,2,3530,73,23,26,9,A,Active,Over 40,N,0,110.3125,2.28125,0.71875,0.1232876712328767,0.3561643835616438,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1469,27,1,1530,38,26,15,15,A,Active,Under 30,N,0,56.666666666666664,1.4074074074074074,0.9629629629629629,0.39473684210526316,0.39473684210526316,Low usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1470,34,0,0,0,0,0,0,A,Active,Over 40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,0,0,2
1471,30,0,3333,74,0,22,0,A,Active,Under 30,N,0,111.1,2.466666666666667,0.0,0.0,0.2972972972972973,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1472,44,2,3355,37,498,14,9,A,Active,30-40,N,0,76.25,0.8409090909090909,11.318181818181818,0.24324324324324326,0.3783783783783784,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1473,39,2,15015,227,58,35,22,A,Active,30-40,N,0,385.0,5.82051282051282,1.4871794871794872,0.09691629955947137,0.15418502202643172,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1474,36,3,3745,38,28,31,10,A,Active,30-40,N,0,104.02777777777777,1.0555555555555556,0.7777777777777778,0.2631578947368421,0.8157894736842105,High usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1475,32,0,3638,80,0,24,1,A,Active,Under 30,N,0,113.6875,2.5,0.0,0.0125,0.3,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1476,43,2,1973,37,15,9,8,A,Active,Over 40,N,0,45.883720930232556,0.8604651162790697,0.3488372093023256,0.21621621621621623,0.24324324324324326,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1477,35,0,2148,54,352,22,5,A,Active,Under 30,N,0,61.371428571428574,1.542857142857143,10.057142857142857,0.09259259259259259,0.4074074074074074,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1478,34,1,3820,78,24,24,11,A,Active,30-40,N,0,112.3529411764706,2.2941176470588234,0.7058823529411765,0.14102564102564102,0.3076923076923077,High usage,Positive charge tier,Short tenure,High failure,0,0,0,1
1479,11,2,1792,25,7,9,8,A,Active,30-40,Y,1,162.9090909090909,2.272727272727273,0.6363636363636364,0.32,0.36,High usage,Positive charge tier,Short tenure,High failure,0,0,1,1
1480,37,0,1115,19,14,6,3,A,Inactive,Under 30,N,0,30.135135135135137,0.5135135135135135,0.3783783783783784,0.15789473684210525,0.3157894736842105,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,0
1481,31,0,15225,172,135,24,4,A,Active,Under 30,N,0,491.1290322580645,5.548387096774194,4.354838709677419,0.023255813953488372,0.13953488372093023,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1482,37,1,6908,76,117,40,10,A,Active,Under 30,N,0,186.7027027027027,2.054054054054054,3.1621621621621623,0.13157894736842105,0.5263157894736842,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1483,34,0,1665,58,24,17,29,A,Inactive,30-40,Y,1,48.970588235294116,1.7058823529411764,0.7058823529411765,0.5,0.29310344827586204,Low usage,Zero charge tier,Short tenure,High failure,0,1,1,1
1484,38,2,4798,76,22,50,14,A,Active,Under 30,N,0,126.26315789473684,2.0,0.5789473684210527,0.18421052631578946,0.6578947368421053,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1485,30,0,3458,72,0,22,0,A,Active,Under 30,N,0,115.26666666666667,2.4,0.0,0.0,0.3055555555555556,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1486,42,2,1075,23,25,12,10,A,Active,30-40,N,0,25.595238095238095,0.5476190476190477,0.5952380952380952,0.43478260869565216,0.5217391304347826,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1487,39,2,7023,81,115,39,13,A,Active,Under 30,N,0,180.07692307692307,2.076923076923077,2.948717948717949,0.16049382716049382,0.48148148148148145,High usage,Positive charge tier,Long tenure,High failure,0,0,0,0
1488,31,0,0,0,0,0,0,A,Inactive,30-40,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,1
1489,38,4,1243,20,32,19,9,A,Active,Over 40,N,0,32.71052631578947,0.5263157894736842,0.8421052631578947,0.45,0.95,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1490,31,7,9950,79,0,35,14,A,Active,Over 40,N,0,320.96774193548384,2.5483870967741935,0.0,0.17721518987341772,0.4430379746835443,High usage,Positive charge tier,Short tenure,High failure,0,0,0,2
1491,39,0,1048,19,48,10,5,A,Inactive,Over 40,N,1,26.871794871794872,0.48717948717948717,1.2307692307692308,0.2631578947368421,0.5263157894736842,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,2
1492,35,0,815,11,0,9,0,A,Inactive,Under 30,N,0,23.285714285714285,0.3142857142857143,0.0,0.0,0.8181818181818182,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1493,36,0,15370,176,118,26,9,A,Active,Under 30,N,0,426.94444444444446,4.888888888888889,3.2777777777777777,0.05113636363636364,0.14772727272727273,High usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
1494,39,1,11240,150,14,49,3,A,Active,30-40,N,0,288.20512820512823,3.8461538461538463,0.358974358974359,0.02,0.32666666666666666,High usage,Positive charge tier,Long tenure,Low failure,0,0,0,1
1495,42,3,4880,92,14,29,15,A,Active,Over 40,N,0,116.19047619047619,2.1904761904761907,0.3333333333333333,0.16304347826086957,0.31521739130434784,High usage,Positive charge tier,Long tenure,High failure,0,0,0,2
1496,23,0,0,0,0,0,0,A,Inactive,Over 40,N,0,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Short tenure,Low failure,0,1,0,2
1497,31,3,15830,235,0,80,23,A,Active,Under 30,N,0,510.64516129032256,7.580645161290323,0.0,0.09787234042553192,0.3404255319148936,High usage,Positive charge tier,Short tenure,High failure,0,0,0,0
1498,29,4,2220,52,221,28,13,B,Active,30-40,N,0,76.55172413793103,1.793103448275862,7.620689655172414,0.25,0.5384615384615384,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,1
1499,40,0,583,11,17,8,0,A,Inactive,Over 40,Y,1,14.575,0.275,0.425,0.0,0.7272727272727273,Low usage,Zero charge tier,Long tenure,Low failure,0,1,1,2
1500,34,3,1620,48,208,14,11,B,Active,30-40,N,0,47.64705882352941,1.411764705882353,6.117647058823529,0.22916666666666666,0.2916666666666667,Low usage,Positive charge tier,Short tenure,High failure,1,0,0,1
1501,33,0,11385,152,1,43,6,A,Active,30-40,N,0,345.0,4.606060606060606,0.030303030303030304,0.039473684210526314,0.28289473684210525,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,1
1502,36,0,2375,55,46,20,9,A,Inactive,30-40,N,0,65.97222222222223,1.5277777777777777,1.2777777777777777,0.16363636363636364,0.36363636363636365,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1503,38,0,2360,39,285,18,4,A,Active,30-40,N,0,62.10526315789474,1.0263157894736843,7.5,0.10256410256410256,0.46153846153846156,Low usage,Zero charge tier,Long tenure,High failure,0,0,0,1
1504,35,0,305,6,7,2,5,A,Inactive,30-40,Y,1,8.714285714285714,0.17142857142857143,0.2,0.8333333333333334,0.3333333333333333,Low usage,Zero charge tier,Long tenure,High failure,0,1,1,1
1505,42,0,13,5,8,3,0,A,Inactive,30-40,N,0,0.30952380952380953,0.11904761904761904,0.19047619047619047,0.0,0.6,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,1
1506,39,0,1833,49,0,19,8,A,Inactive,30-40,N,0,47.0,1.2564102564102564,0.0,0.16326530612244897,0.3877551020408163,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1507,39,0,4388,66,7,33,15,A,Active,Under 30,N,0,112.51282051282051,1.6923076923076923,0.1794871794871795,0.22727272727272727,0.5,High usage,Zero charge tier,Long tenure,High failure,0,0,0,0
1508,43,0,710,20,21,9,4,A,Inactive,30-40,N,0,16.511627906976745,0.46511627906976744,0.4883720930232558,0.2,0.45,Low usage,Zero charge tier,Long tenure,High failure,0,1,0,1
1509,35,0,0,0,0,0,0,A,Inactive,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1510,40,2,3468,77,374,26,21,A,Active,30-40,N,0,86.7,1.925,9.35,0.2727272727272727,0.33766233766233766,Low usage,Positive charge tier,Long tenure,High failure,0,0,0,1
1511,32,0,3938,56,0,29,5,A,Active,Under 30,N,0,123.0625,1.75,0.0,0.08928571428571429,0.5178571428571429,High usage,Zero charge tier,Short tenure,Low failure,0,0,0,0
1512,35,0,0,0,0,0,0,A,Inactive,Under 30,N,1,0.0,0.0,0.0,0.0,0.0,Low usage,Zero charge tier,Long tenure,Low failure,0,1,0,0
1513,37,0,2798,63,3,31,4,A,Active,Under 30,N,0,75.62162162162163,1.7027027027027026,0.08108108108108109,0.06349206349206349,0.49206349206349204,Low usage,Zero charge tier,Long tenure,Low failure,0,0,0,0
